PMID,Title,DOI_URL
21414889,Prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the Department of Veterans Affairs Normative Aging Study.,https://doi.org/10.1289/ehp.1003279
21414889,Prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the Department of Veterans Affairs Normative Aging Study.,https://doi.org/10.1289/ehp.1003279
21414889,Prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the Department of Veterans Affairs Normative Aging Study.,https://doi.org/10.1289/ehp.1003279
21414889,Prospective cohort study of lead exposure and electrocardiographic conduction disturbances in the Department of Veterans Affairs Normative Aging Study.,https://doi.org/10.1289/ehp.1003279
22142875,Lead concentrations in relation to multiple biomarkers of cardiovascular disease: the Normative Aging Study.,https://doi.org/10.1289/ehp.1103467
22142875,Lead concentrations in relation to multiple biomarkers of cardiovascular disease: the Normative Aging Study.,https://doi.org/10.1289/ehp.1103467
32791250,Metabolomic signatures of lead exposure in the VA Normative Aging Study.,https://doi.org/10.1016/j.envres.2020.110022
24905780,"Lead exposure, B vitamins, and plasma homocysteine in men 55 years of age and older: the VA normative aging study.",https://doi.org/10.1289/ehp.1306931
30608198,Low-Level Cumulative Lead and Resistant Hypertension: A Prospective Study of Men Participating in the Veterans Affairs Normative Aging Study.,https://doi.org/10.1161/JAHA.118.010014
25633720,Lead exposure and tremor among older men: the VA normative aging study.,https://doi.org/10.1289/ehp.1408535
31766133,Effect of Dietary Sodium and Potassium Intake on the Mobilization of Bone Lead among Middle-Aged and Older Men: The Veterans Affairs Normative Aging Study.,https://doi.org/10.3390/nu11112750
24684821,Chemerin levels as predictor of acute coronary events: a case-control study nested within the veterans affairs normative aging study.,https://doi.org/10.1016/j.metabol.2014.02.013
,The long arm of childhood experiences on longevity: testing midlife vulnerability and resilience pathways,
,The long arm of childhood experiences on longevity: testing midlife vulnerability and resilience pathways,
26518259,The effects of daily co-occurrence of affect on older adults' reactivity to health stressors.,https://doi.org/10.1080/08870446.2015.1111368
26733571,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study.,https://doi.org/10.1136/bmjopen-2015-009790
37847102,Patellar Tendon Load Progression during Rehabilitation Exercises: Implications for the Treatment of Patellar Tendon Injuries.,https://doi.org/10.1249/MSS.0000000000003323
37847102,Patellar Tendon Load Progression during Rehabilitation Exercises: Implications for the Treatment of Patellar Tendon Injuries.,https://doi.org/10.1249/MSS.0000000000003323
37847102,Patellar Tendon Load Progression during Rehabilitation Exercises: Implications for the Treatment of Patellar Tendon Injuries.,https://doi.org/10.1249/MSS.0000000000003323
37847102,Patellar Tendon Load Progression during Rehabilitation Exercises: Implications for the Treatment of Patellar Tendon Injuries.,https://doi.org/10.1249/MSS.0000000000003323
26791184,Dietary anthocyanin intake and age-related decline in lung function: longitudinal findings from the VA Normative Aging Study.,https://doi.org/10.3945/ajcn.115.121467
26791184,Dietary anthocyanin intake and age-related decline in lung function: longitudinal findings from the VA Normative Aging Study.,https://doi.org/10.3945/ajcn.115.121467
24030502,Blood pressure and cognition: factors that may account for their inconsistent association.,https://doi.org/10.1097/EDE.0b013e3182a7121c
26436456,Do cherished children age successfully? Longitudinal findings from the Veterans Affairs Normative Aging Study.,https://doi.org/10.1037/pag0000050
26436456,Do cherished children age successfully? Longitudinal findings from the Veterans Affairs Normative Aging Study.,https://doi.org/10.1037/pag0000050
24170714,Emotional Reactivity and Mortality: Longitudinal Findings From the VA Normative Aging Study.,https://doi.org/10.1093/geronb/gbt107
22316111,High-fiber foods reduce periodontal disease progression in men aged 65 and older: the Veterans Affairs normative aging study/Dental Longitudinal Study.,https://doi.org/10.1111/j.1532-5415.2011.03866.x
22649255,Folate network genetic variation predicts cardiovascular disease risk in non-Hispanic white males.,https://doi.org/10.3945/jn.111.157180
30343628,Metastable DNA methylation sites associated with longitudinal lung function decline and aging in humans: an epigenome-wide study in the NAS and KORA cohorts.,https://doi.org/10.1080/15592294.2018.1529849
30343628,Metastable DNA methylation sites associated with longitudinal lung function decline and aging in humans: an epigenome-wide study in the NAS and KORA cohorts.,https://doi.org/10.1080/15592294.2018.1529849
30343628,Metastable DNA methylation sites associated with longitudinal lung function decline and aging in humans: an epigenome-wide study in the NAS and KORA cohorts.,https://doi.org/10.1080/15592294.2018.1529849
26724585,"Long-term exposure to black carbon, cognition and single nucleotide polymorphisms in microRNA processing genes in older men.",https://doi.org/10.1016/j.envint.2015.12.014
26724585,"Long-term exposure to black carbon, cognition and single nucleotide polymorphisms in microRNA processing genes in older men.",https://doi.org/10.1016/j.envint.2015.12.014
22430802,Gene promoter methylation is associated with lung function in the elderly: the Normative Aging Study.,https://doi.org/10.4161/epi.7.3.19216
23075571,Alu and LINE-1 methylation and lung function in the normative ageing study.,https://doi.org/10.1136/bmjopen-2012-001231
23075571,Alu and LINE-1 methylation and lung function in the normative ageing study.,https://doi.org/10.1136/bmjopen-2012-001231
22430802,Gene promoter methylation is associated with lung function in the elderly: the Normative Aging Study.,https://doi.org/10.4161/epi.7.3.19216
23075571,Alu and LINE-1 methylation and lung function in the normative ageing study.,https://doi.org/10.1136/bmjopen-2012-001231
23508416,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.,https://doi.org/10.1093/ije/dys220
,Longitudinal study of DNA methylation of inflammatory genes and cancer risk,
,Promoter methylation of pgc1a and pgc1b predicts cancer incidence in a veteran cohort,
29475968,miRNA-Processing Gene Methylation and Cancer Risk.,https://doi.org/10.1158/1055-9965.EPI-17-0849
,DNA methylation of telomere-related genes and cancer risk,
21188491,"Repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly individuals: the Normative Aging Study.",https://doi.org/10.1007/s10552-010-9715-2
,DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study,
,Promoter methylation of pgc1a and pgc1b predicts cancer incidence in a veteran cohort,
,Promoter methylation of pgc1a and pgc1b predicts cancer incidence in a veteran cohort,
,Promoter methylation of pgc1a and pgc1b predicts cancer incidence in a veteran cohort,
21188491,"Repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly individuals: the Normative Aging Study.",https://doi.org/10.1007/s10552-010-9715-2
23508416,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.,https://doi.org/10.1093/ije/dys220
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34713707,Solar Activity Is Associated With Diastolic and Systolic Blood Pressure in Elderly Adults.,https://doi.org/10.1161/JAHA.120.021006
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34713707,Solar Activity Is Associated With Diastolic and Systolic Blood Pressure in Elderly Adults.,https://doi.org/10.1161/JAHA.120.021006
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
26733571,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study.,https://doi.org/10.1136/bmjopen-2015-009790
26721518,Do hassles and uplifts trajectories predict mortality? Longitudinal findings from the VA Normative Aging Study.,https://doi.org/10.1007/s10865-015-9703-9
21296318,Relation between high-density lipoprotein cholesterol and survival to age 85 years in men (from the VA normative aging study).,https://doi.org/10.1016/j.amjcard.2010.12.015
26733571,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study.,https://doi.org/10.1136/bmjopen-2015-009790
24030502,Blood pressure and cognition: factors that may account for their inconsistent association.,https://doi.org/10.1097/EDE.0b013e3182a7121c
23232970,Structural equation modeling of the inflammatory response to traffic air pollution.,https://doi.org/10.1038/jes.2012.106
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
23232970,Structural equation modeling of the inflammatory response to traffic air pollution.,https://doi.org/10.1038/jes.2012.106
23232970,Structural equation modeling of the inflammatory response to traffic air pollution.,https://doi.org/10.1038/jes.2012.106
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
25627872,Associations between air pollution and perceived stress: the Veterans Administration Normative Aging Study.,https://doi.org/10.1186/1476-069X-14-10
34171372,Metabolomic signatures of the short-term exposure to air pollution and temperature.,https://doi.org/10.1016/j.envres.2021.111553
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
,Ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures,
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
27219535,"Particulate Air Pollution and Fasting Blood Glucose in Nondiabetic Individuals: Associations and Epigenetic Mediation in the Normative Aging Study, 2000-2011.",https://doi.org/10.1289/EHP183
26731791,"Genome-Wide Analysis of DNA Methylation and Fine Particulate Matter Air Pollution in Three Study Populations: KORA F3, KORA F4, and the Normative Aging Study.",https://doi.org/10.1289/ehp.1509966
,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,
,"Prolonged exposure to particulate pollution, genes associated with glutathione pathways, and DNA methylation in a cohort of older men",
25769179,Beyond the Mean: Quantile Regression to Explore the Association of Air Pollution with Gene-Specific Methylation in the Normative Aging Study.,https://doi.org/10.1289/ehp.1307824
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
24257509,Ambient particulate air pollution and microRNAs in elderly men.,https://doi.org/10.1097/EDE.0000000000000026
26956024,Ambient particulate matter and microRNAs in extracellular vesicles: a pilot study of older individuals.,https://doi.org/10.1186/s12989-016-0121-0
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
25627872,Associations between air pollution and perceived stress: the Veterans Administration Normative Aging Study.,https://doi.org/10.1186/1476-069X-14-10
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
34171372,Metabolomic signatures of the short-term exposure to air pollution and temperature.,https://doi.org/10.1016/j.envres.2021.111553
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,Short- and intermediate-term exposure to ambient fine particulate elements and leukocyte epigenome-wide DNA methylation in older men: the Normative Aging Study,
23566092,Exposure to airborne particulate matter is associated with methylation pattern in the asthma pathway.,https://doi.org/10.2217/epi.13.16
,"Prolonged exposure to particulate pollution, genes associated with glutathione pathways, and DNA methylation in a cohort of older men",
24385016,"Air pollution and gene-specific methylation in the Normative Aging Study: association, effect modification, and mediation analysis.",https://doi.org/10.4161/epi.27584
25769179,Beyond the Mean: Quantile Regression to Explore the Association of Air Pollution with Gene-Specific Methylation in the Normative Aging Study.,https://doi.org/10.1289/ehp.1307824
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,Medium-term exposure to traffic-related air pollution and markers of inflammation and endothelial function,
23232970,Structural equation modeling of the inflammatory response to traffic air pollution.,https://doi.org/10.1038/jes.2012.106
22336131,Residential black carbon exposure and circulating markers of systemic inflammation in elderly males: the normative aging study.,https://doi.org/10.1289/ehp.1103982
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
24257509,Ambient particulate air pollution and microRNAs in elderly men.,https://doi.org/10.1097/EDE.0000000000000026
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
25627872,Associations between air pollution and perceived stress: the Veterans Administration Normative Aging Study.,https://doi.org/10.1186/1476-069X-14-10
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
24257509,Ambient particulate air pollution and microRNAs in elderly men.,https://doi.org/10.1097/EDE.0000000000000026
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
24385016,"Air pollution and gene-specific methylation in the Normative Aging Study: association, effect modification, and mediation analysis.",https://doi.org/10.4161/epi.27584
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
34171372,Metabolomic signatures of the short-term exposure to air pollution and temperature.,https://doi.org/10.1016/j.envres.2021.111553
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
24385016,"Air pollution and gene-specific methylation in the Normative Aging Study: association, effect modification, and mediation analysis.",https://doi.org/10.4161/epi.27584
25769179,Beyond the Mean: Quantile Regression to Explore the Association of Air Pollution with Gene-Specific Methylation in the Normative Aging Study.,https://doi.org/10.1289/ehp.1307824
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
25627872,Associations between air pollution and perceived stress: the Veterans Administration Normative Aging Study.,https://doi.org/10.1186/1476-069X-14-10
,"Quantile regression analysis of the distributional effects of air pollution on blood pressure, heart rate variability, blood lipids, and biomarkers of inflammation in elderly american men: the Normative Aging Study",
24809956,Effects of temperature and relative humidity on DNA methylation.,https://doi.org/10.1097/EDE.0000000000000120
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
23566092,Exposure to airborne particulate matter is associated with methylation pattern in the asthma pathway.,https://doi.org/10.2217/epi.13.16
,"Prolonged exposure to particulate pollution, genes associated with glutathione pathways, and DNA methylation in a cohort of older men",
24385016,"Air pollution and gene-specific methylation in the Normative Aging Study: association, effect modification, and mediation analysis.",https://doi.org/10.4161/epi.27584
24257509,Ambient particulate air pollution and microRNAs in elderly men.,https://doi.org/10.1097/EDE.0000000000000026
20980452,Urinary 8-hydroxy-2'-deoxyguanosine as a biomarker of oxidative DNA damage induced by ambient pollution in the Normative Aging Study.,https://doi.org/10.1136/oem.2010.056358
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
25238150,Associations between changes in city and address specific temperature and QT interval--the VA Normative Aging Study.,https://doi.org/10.1371/journal.pone.0106258
24809956,Effects of temperature and relative humidity on DNA methylation.,https://doi.org/10.1097/EDE.0000000000000120
27236570,Distributional changes in gene-specific methylation associated with temperature.,https://doi.org/10.1016/j.envres.2016.05.034
34171372,Metabolomic signatures of the short-term exposure to air pollution and temperature.,https://doi.org/10.1016/j.envres.2021.111553
25238150,Associations between changes in city and address specific temperature and QT interval--the VA Normative Aging Study.,https://doi.org/10.1371/journal.pone.0106258
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34713707,Solar Activity Is Associated With Diastolic and Systolic Blood Pressure in Elderly Adults.,https://doi.org/10.1161/JAHA.120.021006
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
34713707,Solar Activity Is Associated With Diastolic and Systolic Blood Pressure in Elderly Adults.,https://doi.org/10.1161/JAHA.120.021006
34537201,Associations between solar and geomagnetic activity and peripheral white blood cells in the Normative Aging Study.,https://doi.org/10.1016/j.envres.2021.112066
24916788,Circulating irisin levels and coronary heart disease: association with future acute coronary syndrome and major adverse cardiovascular events.,https://doi.org/10.1038/ijo.2014.101
,"Irisin and leptin concentrations in relation to obesity, and developing type 2 diabetes: a cross sectional and a prospective case-control study nested in the Normative Aging Study",
24709766,Occupational determinants of cumulative lead exposure: analysis of bone lead among men in the VA normative aging study.,https://doi.org/10.1097/JOM.0000000000000127
24709766,Occupational determinants of cumulative lead exposure: analysis of bone lead among men in the VA normative aging study.,https://doi.org/10.1097/JOM.0000000000000127
,"Irisin and leptin concentrations in relation to obesity, and developing type 2 diabetes: a cross sectional and a prospective case-control study nested in the Normative Aging Study",
32561690,Biomarkers of aging and lung function in the normative aging study.,https://doi.org/10.18632/aging.103363
32561690,Biomarkers of aging and lung function in the normative aging study.,https://doi.org/10.18632/aging.103363
32561690,Biomarkers of aging and lung function in the normative aging study.,https://doi.org/10.18632/aging.103363
26288820,Blood Telomere Length Attrition and Cancer Development in the Normative Aging Study Cohort.,https://doi.org/10.1016/j.ebiom.2015.04.008
26733571,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study.,https://doi.org/10.1136/bmjopen-2015-009790
33413450,Metabolomic signatures of the long-term exposure to air pollution and temperature.,https://doi.org/10.1186/s12940-020-00683-x
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
,Associations of annual ambient PM2.5 components with DNAm phenoage acceleration in elderly men: the Normative Aging Study,
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
,Differential DNA methylation and PM 2.5 species in a 450k epigenome-wide association study,
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
28953603,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance.,https://doi.org/10.1097/EDE.0000000000000717
,Ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures,
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
,Associations of annual ambient PM2.5 components with DNAm phenoage acceleration in elderly men: the Normative Aging Study,
27453791,Long-term ambient particle exposures and blood DNA methylation age: findings from the VA normative aging study.,https://doi.org/10.1093/eep/dvw006
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
,"Prolonged exposure to particulate pollution, genes associated with glutathione pathways, and DNA methylation in a cohort of older men",
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
26955062,Long-Term Exposure to Ambient Fine Particulate Matter and Renal Function in Older Men: The Veterans Administration Normative Aging Study.,https://doi.org/10.1289/ehp.1510269
,Exposure to sub-chronic and long-term particulate air pollution and heart rate variability in an elderly cohort: the Normative Aging Study,
27927620,"Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome.",https://doi.org/10.1093/aje/kww157
27927620,"Ambient Fine Particulate Matter, Outdoor Temperature, and Risk of Metabolic Syndrome.",https://doi.org/10.1093/aje/kww157
26956024,Ambient particulate matter and microRNAs in extracellular vesicles: a pilot study of older individuals.,https://doi.org/10.1186/s12989-016-0121-0
28953603,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance.,https://doi.org/10.1097/EDE.0000000000000717
33413450,Metabolomic signatures of the long-term exposure to air pollution and temperature.,https://doi.org/10.1186/s12940-020-00683-x
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
25028775,Long-term effects of traffic particles on lung function decline in the elderly.,https://doi.org/10.1164/rccm.201402-0350OC
25028775,Long-term effects of traffic particles on lung function decline in the elderly.,https://doi.org/10.1164/rccm.201402-0350OC
26724585,"Long-term exposure to black carbon, cognition and single nucleotide polymorphisms in microRNA processing genes in older men.",https://doi.org/10.1016/j.envint.2015.12.014
,Traffic-related air pollution and cognitive function in a cohort of older men,
,Associations of annual ambient PM2.5 components with DNAm phenoage acceleration in elderly men: the Normative Aging Study,
27453791,Long-term ambient particle exposures and blood DNA methylation age: findings from the VA normative aging study.,https://doi.org/10.1093/eep/dvw006
22383587,Association between long-term exposure to traffic particles and blood pressure in the Veterans Administration Normative Aging Study.,https://doi.org/10.1136/oemed-2011-100268
,"Prolonged exposure to particulate pollution, genes associated with glutathione pathways, and DNA methylation in a cohort of older men",
26724585,"Long-term exposure to black carbon, cognition and single nucleotide polymorphisms in microRNA processing genes in older men.",https://doi.org/10.1016/j.envint.2015.12.014
,Traffic-related air pollution and cognitive function in a cohort of older men,
,Exposure to sub-chronic and long-term particulate air pollution and heart rate variability in an elderly cohort: the Normative Aging Study,
23820848,Long-term exposure to black carbon and carotid intima-media thickness: the normative aging study.,https://doi.org/10.1289/ehp.1104845
30419128,Association of Long-term Ambient Black Carbon Exposure and Oxidative Stress Allelic Variants With Intraocular Pressure in Older Men.,https://doi.org/10.1001/jamaophthalmol.2018.5313
22383587,Association between long-term exposure to traffic particles and blood pressure in the Veterans Administration Normative Aging Study.,https://doi.org/10.1136/oemed-2011-100268
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
28953603,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance.,https://doi.org/10.1097/EDE.0000000000000717
33580791,Associations between acute and long-term exposure to PM2.5 components and temperature with QT interval length in the VA Normative Aging Study.,https://doi.org/10.1093/eurjpc/zwaa161
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
28284819,Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study.,https://doi.org/10.1016/j.envint.2016.12.024
28953603,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance.,https://doi.org/10.1097/EDE.0000000000000717
33413450,Metabolomic signatures of the long-term exposure to air pollution and temperature.,https://doi.org/10.1186/s12940-020-00683-x
